smile_1,smile_2,label
[OH-].[OH-].[OH-].[Al+3],[Fe],0
[O--].[Mg++],[Fe],0
[OH-].[OH-].[Mg++],[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,0
[K+].[K+].OP([O-])([O-])=O,[O--].[Mg++],8
[Fe],[K+].[K+].OP([O-])([O-])=O,0
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[OH-].[OH-].[Mg++],12
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[OH-].[OH-].[OH-].[Al+3],12
[Li+],NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,8
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,12
[K+],[Na+].OP(O)([O-])=O,20
[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,[Ca++].CC([O-])=O.CC([O-])=O,25
[Ca++].CC([O-])=O.CC([O-])=O,[K+].[K+].OP([O-])([O-])=O,0
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Cl-].[Cl-].[Ca++],8
[N-]=[N+]=O,[Li+],25
[Mg++].[O-]S([O-])(=O)=O,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,12
[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,[Na+].OP(O)([O-])=O,0
[Ca++].CC([O-])=O.CC([O-])=O,[Na+].OP(O)([O-])=O,0
[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,25
[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[Ca++].CC([O-])=O.CC([O-])=O,25
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,8
[Mg++].[O-]S([O-])(=O)=O,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,12
[Na+].OCCCC([O-])=O,[Li+],53
[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,[Ca++].CC([O-])=O.CC([O-])=O,25
[Ca++].[O-]C([O-])=O,[Na+].OP(O)([O-])=O,0
[Na+].OC([O-])=O,[Na+].OP(O)([O-])=O,0
[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[K+].[K+].OP([O-])([O-])=O,0
[Li+],OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,21
[K+].[K+].[K+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[OH-].[OH-].[OH-].[Al+3],1
[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,[Fe],0
C1N2CN3CN1CN(C2)C3,[Al],12
[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,[K+].[K+].OP([O-])([O-])=O,0
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Ca++].[O-]C([O-])=O,8
[OH-].[OH-].[Mg++],OC1=NC=NC2=C1C=NN2,0
[H][C@](N)(C(O)=O)C(C)(C)S,[OH-].[OH-].[OH-].[Al+3],8
CN1C=CC(=O)C(O)=C1C,[Cl-].[Cl-].[Ca++],8
OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,[OH-].[OH-].[Mg++],8
OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,[O--].[Mg++],8
CC(O)(P(O)(O)=O)P(O)(O)=O,[O--].[Mg++],8
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,8
NCCS,[Ca++].[O-]C([O-])=O,12
OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,0
[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,0
[Li+],ClC1=CC2=C(OC(=O)N2)C=C1,25
[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,[La+3].[La+3].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,8
[N-]=[N+]=O,CCO,53
O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],OC1=NC=NC2=C1C=NN2,0
[O--].[Mg++],NNC(=O)C1=CC=NC=C1,0
[Mg++].[O-]S([O-])(=O)=O,[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,12
[Al],C[C@H](N)CC1=CC=CC=C1,14
[O--].[Mg++],CC(N)CC1=CC=CC=C1,14
[OH-].[OH-].[Mg++],C[C@H](N)CC1=CC=CC=C1,14
C[C@H](N)CC1=CC=CC=C1,[NH4+].[Cl-],8
OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],8
[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,[OH-].[OH-].[OH-].[Al+3],1
[OH-].[OH-].[Mg++],CC(C)(N)CC1=CC=CC=C1,14
CC(C)(N)CC1=CC=CC=C1,[NH4+].[Cl-],8
NCC1(CC(O)=O)CCCCC1,[Al],8
[Na+].OC([O-])=O,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,0
NCC1(CC(O)=O)CCCCC1,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,8
NNCCC1=CC=CC=C1,[Li+],25
[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,[H][C@](N)(C(O)=O)C(C)(C)S,0
[Mg++].[O-]S([O-])(=O)=O,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,53
OP(O)(=O)C(Cl)(Cl)P(O)(O)=O,[Ca++].CC([O-])=O.CC([O-])=O,8
CN1C=CC(=O)C(O)=C1C,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,8
CCO,NCCS,25
O=[As]O[As]=O,[N]=O,25
[131I-],CCOC(=O)N1C=CN(C)C1=S,12
C1N2CN3CN1CN(C2)C3,[Ca++].[O-]C([O-])=O,12
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,CC(N)CC1=CC=C(O)C=C1,14
NC(CO)(CO)CO,[K+].[K+].OP([O-])([O-])=O,0
[O--].[Mg++],CN[C@@H](C)CC1=CC=CC=C1,14
[OH-].[OH-].[OH-].[Al+3],CN[C@@H](C)CC1=CC=CC=C1,14
[Mg++].[O-]S([O-])(=O)=O,[H]C(Cl)(Br)C(F)(F)F,53
[Mg++].[O-]S([O-])(=O)=O,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,53
OC(=O)C1=CC=CC=C1O,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,25
NCCCC(O)(P(O)(O)=O)P(O)(O)=O,[O--].[Mg++],8
[Na+].[Na+].OCC(O)COP([O-])([O-])=O,[Mg++].[O-]S([O-])(=O)=O,8
[O--].[Mg++],CNC(C)(C)CC1=CC=CC=C1,14
[OH-].[OH-].[Mg++],CNC(C)(C)CC1=CC=CC=C1,14
[Li+],CNC(C)(C)CC1=CC=CC=C1,40
CNC(C)(C)CC1=CC=CC=C1,[NH4+].[Cl-],8
[Li+],CN1N(C(=O)C=C1C)C1=CC=CC=C1,9
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,CNC(C)(C)CC1=CC=CC=C1,14
[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,[H]C(=O)C1=CC(O)=C(O)C=C1,45
[Li+],CC(=O)OC1=CC=CC=C1C(O)=O,9
[Li+],CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,25
NCCC(O)(P(O)(O)=O)P(O)(O)=O,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],8
CCOC(=O)C1=CC=C(N)C=C1,[Li+],25
[Li+],CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,25
C#CCN[C@@H]1CCC2=CC=CC=C12,[Li+],25
[Li+],NS(=O)(=O)CC1=NOC2=CC=CC=C12,25
NCCC(O)(P(O)(O)=O)P(O)(O)=O,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,8
[Na+].OC([O-])=O,OC1=NC=NC2=C1C=NN2,0
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,[OH-].[OH-].[OH-].[Al+3],8
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,[Fe],25
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,NC(CO)(CO)CO,12
