smile_1,smile_2,label
[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F,64
O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,25
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,64
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1,45
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O,COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1,25
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,COC1=CC(C)=NN1C1=NC(C)=CC(OC)=N1,25
CN1N=C(C(=O)N[C@@H]2C[C@@H]3CCC[C@H](C2)N3C)C2=C1C=CC=C2,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,6
C#CCN[C@@H]1CCC2=CC=CC=C12,CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,66
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,12
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C,25
C#CCN[C@@H]1CCC2=CC=CC=C12,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,66
CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,25
CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,6
CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,25
CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,14
CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,CCNC1C2CCC(C2)C1C1=CC=CC=C1,25
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,8
CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,CC(=O)O[C@H]1CC2=CC=CC=C2N(C(N)=O)C2=CC=CC=C12,8
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,25
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,66
CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,8
OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,34
O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,25
CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1,12
[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,CCC(=O)NC[C@@H]1C[C@H]1C1=CC=CC2=C1CCO2,25
BrC1=C(NC2=NCCN2)C=CC2=NC=CN=C12,CCC(=O)NC[C@@H]1C[C@H]1C1=CC=CC2=C1CCO2,53
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,12
[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,5
