smile_1,smile_2,label
[OH-].[OH-].[Mg++],[Fe],0
[O--].[Mg++],[Fe],0
[Cl-].[Cl-].[Ca++],[Ca++].CC([O-])=O.CC([O-])=O,25
[OH-].[OH-].[OH-].[Al+3],[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,0
[K+].[K+].OP([O-])([O-])=O,[O--].[Mg++],8
[K+].[K+].OP([O-])([O-])=O,[OH-].[OH-].[Mg++],8
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,[K+].[K+].OP([O-])([O-])=O,0
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[Al],12
[Li+],NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,8
[OH-].[OH-].[OH-].[Al+3],[Na+].OP(O)([O-])=O,0
[Al],[Na+].OP(O)([O-])=O,0
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,[Na+].OP(O)([O-])=O,0
OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,[NH4+].[Cl-],9
[Li+],CCO,53
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],12
[Ca++].[O-]C([O-])=O,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,0
[Na+].OP(O)([O-])=O,[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,20
[Na+].OC([O-])=O,[K+].[K+].OP([O-])([O-])=O,0
NCCS,[OH-].[OH-].[Mg++],12
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,8
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[K+].[K+].OP([O-])([O-])=O,0
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[Ca++].[O-]C([O-])=O,12
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[Na+].OC([O-])=O,12
[Na+].OC([O-])=O,[Na+].OP(O)([O-])=O,0
[Li+],OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,21
[Na+].[Na+].[Na+].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[OH-].[OH-].[OH-].[Al+3],1
[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,[Na+].OP(O)([O-])=O,0
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,8
C1N2CN3CN1CN(C2)C3,[Al],12
[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,[Cl-].[Cl-].[Ca++],12
[Li+],CC1OC(C)OC(C)O1,53
[O--].[Mg++],OC1=NC=NC2=C1C=NN2,0
O.O.[98Tc+4].[O-]P([O-])(=O)CP([O-])([O-])=O,[Mg++].[O-]S([O-])(=O)=O,8
[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,0
[Li+],FC(F)(F)C(F)(F)C(F)(F)F,75
[Li+],NC(=O)C1=CC=CC=C1O,9
NCCS,[Na+].OC([O-])=O,12
NCCS,[Ca++].[O-]C([O-])=O,12
NCCS,[K+].[K+].[K+].[K+].[K+].[Bi+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O.[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,12
NC1=CC(C(O)=O)=C(O)C=C1,[O--].[Mg++],12
[Al],C[C@H](N)CC1=CC=CC=C1,14
[OH-].[OH-].[Mg++],C[C@H](N)CC1=CC=CC=C1,14
NCCC(O)(P(O)(O)=O)P(O)(O)=O,[OH-].[OH-].[Mg++],8
NCCC(O)(P(O)(O)=O)P(O)(O)=O,[Al],8
NC(CO)(CO)CO,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O.[O-]P([O-])(=O)OP([O-])([O-])=O,0
[Li+],CC[C@H](N1CCCC1=O)C(N)=O,25
[OH-].[OH-].[Mg++],CC(C)(N)CC1=CC=CC=C1,14
CCCC(CCC)C(O)=O,[Li+],25
[O--].[Mg++],NCC1(CC(O)=O)CCCCC1,53
NCC1(CC(O)=O)CCCCC1,[Cl-].[Cl-].[Ca++],12
[Mg++].[O-]S([O-])(=O)=O,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,53
CCO,NCCS,25
O=[As]O[As]=O,[N]=O,25
C1N2CN3CN1CN(C2)C3,[Ca++].[O-]C([O-])=O,12
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,CC(N)CC1=CC=C(O)C=C1,14
NC1=CC(C(O)=O)=C(O)C=C1,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],12
[Li+],CN[C@@H](C)CC1=CC=CC=C1,40
CN[C@@H](C)CC1=CC=CC=C1,[NH4+].[Cl-],8
[Al],CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,14
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,[Li+],25
NCCCC(O)(P(O)(O)=O)P(O)(O)=O,[Al],8
NCCCC(O)(P(O)(O)=O)P(O)(O)=O,[Cl-].[Cl-].[Ca++],8
CNC(C)(C)CC1=CC=CC=C1,[NH4+].[Cl-],8
[Li+],CN1N(C(=O)C=C1C)C1=CC=CC=C1,9
O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,CNC(C)(C)CC1=CC=CC=C1,14
CC(C)C[C@H](CN)CC(O)=O,[OH-].[OH-].[Mg++],25
[N-]=[N+]=O,ClC=C(Cl)Cl,25
O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],CC(N)CC1=CC=CC=C1,14
[Li+],NS(=O)(=O)CC1=NOC2=CC=CC=C12,25
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,[O--].[Mg++],8
C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,8
