smile_1,smile_2,label
CC1=C(C)C(=O)C(C(CCCCCC(O)=O)C2=CC=CC=C2)=C(C)C1=O,CCCC(CCC)C(O)=O,5
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,25
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,25
CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,25
CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,25
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,25
COC1=CC2=C(NC=C2CCNC(C)=O)C=C1,ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1,25
CN1C2=C(C3=CC=CC=C13)C(=O)C(CN1C=CN=C1C)CC2,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,5
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,5
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,25
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,25
CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,25
CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,25
CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,5
COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,25
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,9
CN(C(C)=O)C1=C(I)C(C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(NC(C)=O)=C1I,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O,8
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1,25
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,12
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,12
OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,25
CNC[C@H](O)C1=CC(O)=C(O)C=C1,CCCCNC1=C(OC2=CC=CC=C2)C(=CC(=C1)C(O)=O)S(N)(=O)=O,64
CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,25
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,66
