smile_1,smile_2,label
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,NNC(=O)C1=CC=NC=C1,2
CCO,CCC1(C)CC(=O)NC1=O,5
[Ca++].[N-]=C=[N-],C[N+](C)(C)CCOC(N)=O,1
CCO,OC(=O)C1=CN=CC=C1,1
[Ca++].[N-]=C=[N-],CNC[C@H](O)C1=CC(O)=C(O)C=C1,1
O=[As]O[As]=O,[H]C(Cl)(Br)C(F)(F)F,1
CCO,NNC(=O)C1=CC=NC=C1,0
CC(N)CC1=CC=CC=C1,CCO,1
[H]C(Cl)(Br)C(F)(F)F,COC(F)(F)C(Cl)Cl,1
NC12CC3CC(CC(C3)C1)C2,O=[As]O[As]=O,6
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,CC(N)COC1=C(C)C=CC=C1C,0
CC(=O)NC1=CC=C(O)C=C1,CCO,51
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,3
CCC1(C)CC(=O)NC1=O,[H]C(Cl)(Br)C(F)(F)F,1
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,3
CCO,CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1,5
FC1=CNC(=O)NC1=O,COC(F)(F)C(Cl)Cl,0
CCO,CC(N)COC1=C(C)C=CC=C1C,0
FC1=CNC(=O)NC1=O,[H][C@]1(CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1O)C(C)=C.[H][C@@]12CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1OC2(C)C,0
CCO,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,5
[H]C(Cl)(Br)C(F)(F)F,NNC1=NN=CC2=CC=CC=C12,1
O=[As]O[As]=O,NNC1=NN=CC2=CC=CC=C12,1
[Ca++].[N-]=C=[N-],CCN(CC)C(=S)SSC(=S)N(CC)CC,1
CCO,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,5
CCO,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,5
OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,NNC(=O)C1=CC=NC=C1,0
CCO,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,5
