smile_1,smile_2,label
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,CCO,2
[Ca++].[N-]=C=[N-],C[N+](C)(C)CCO,1
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,8
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,CC(C)OP(F)(=O)OC(C)C,3
CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1,N.N.Cl[Pt+2]Cl,2
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,3
CCC1(C)CC(=O)NC1=O,[H]C(Cl)(Br)C(F)(F)F,1
CCOC(=O)C1=CC=C(N)C=C1,CCO,5
N.N.Cl[Pt+2]Cl,CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1,42
N.N.Cl[Pt+2]Cl,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,1
NC1=CC=NC=C1,NNC(=O)C1=CC=NC=C1,0
CCO,CCN1C(=O)NC(C1=O)C1=CC=CC=C1,5
[Ca++].[N-]=C=[N-],CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,1
NC12CC3CC(CC(C3)C1)C2,CC12CC3CC(C)(C1)CC(N)(C3)C2,1
FC1=CNC(=O)NC1=O,NCCC1=CNC=N1,0
O=[As]O[As]=O,NNC1=NN=CC2=CC=CC=C12,1
CCO,CCC1(C(=O)NC(=O)N(C)C1=O)C1=CC=CC=C1,5
[Ca++].[N-]=C=[N-],CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,1
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,CC(C)NCC(O)C1=CC(O)=C(O)C=C1,3
FC(F)OC(F)(F)C(F)Cl,COC(F)(F)C(Cl)Cl,1
O=[As]O[As]=O,CC1=NC=C(N1CCO)[N+]([O-])=O,6
O=[As]O[As]=O,[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O,1
CCO,[H][C@]12OC[C@H](O[N+]([O-])=O)[C@@]1([H])OC[C@H]2O[N+]([O-])=O,64
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,0
NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,0
